LABEL,TIME,FRAME
20+1/8,136.56,6554880
20+1/4,137.232,6587136
20+3/8,137.856,6617088
20+1/2,138.56,6650880
20+5/8,139.056,6674688
20+3/4,139.536,6697728
20+7/8,140.08,6723840
20+1/1,140.688,6753024
20+9/8,141.344,6784512
20+5/4,142.096,6820608
20+11/8,143.056,6866688
21+0/1,144.624,6941952
21+1/8,145.328,6975744
21+1/4,146.064,7011072
21+3/8,146.64,7038720
21+1/2,147.04,7057920
21+5/8,147.552,7082496
21+3/4,148.256,7116288
21+7/8,148.848,7144704
21+1/1,149.536,7177728
21+9/8,150.016,7200768
21+5/4,150.592,7228416
21+11/8,151.056,7250688
22+0/1,151.488,7271424
22+1/8,152.096,7300608
22+1/4,152.512,7320576
22+3/8,152.976,7342848
22+1/2,153.504,7368192
22+5/8,154.224,7402752
22+3/4,154.912,7435776
22+7/8,155.44,7461120
22+1/1,156.048,7490304
22+9/8,156.48,7511040
22+5/4,157.072,7539456
22+11/8,157.776,7573248
23+0/1,158.512,7608576
23+1/8,159.136,7638528
23+1/4,159.712,7666176
23+3/8,160.448,7701504
23+1/2,161.104,7732992
23+5/8,161.664,7759872
23+3/4,162.208,7785984
23+7/8,162.704,7809792
23+1/1,163.296,7838208
23+9/8,163.904,7867392
23+5/4,164.528,7897344
23+11/8,165.152,7927296
24+0/1,165.904,7963392
24+1/8,166.816,8007168
24+1/4,167.568,8043264
24+3/8,168.48,8087040
24+1/2,169.072,8115456
24+5/8,169.792,8150016
24+3/4,170.544,8186112
24+7/8,171.136,8214528
24+1/1,171.728,8242944
24+9/8,172.192,8265216
24+5/4,172.736,8291328
24+11/8,173.408,8323584
25+0/1,174.256,8364288
25+1/8,174.944,8397312
25+1/4,175.456,8421888
25+3/8,175.92,8444160
25+1/2,176.448,8469504
25+5/8,176.96,8494080
25+3/4,177.456,8517888
25+7/8,177.984,8543232
25+1/1,178.592,8572416
25+9/8,179.04,8593920
25+5/4,179.504,8616192
25+11/8,180.064,8643072
26+0/1,180.816,8679168
26+1/8,181.504,8712192
26+1/4,182.016,8736768
26+3/8,182.496,8759808
26+1/2,183.184,8792832
26+5/8,183.872,8825856
26+3/4,184.704,8865792
26+7/8,185.328,8895744
26+1/1,186.032,8929536
26+9/8,186.528,8953344
26+5/4,187.184,8984832
26+11/8,187.712,9010176
27+0/1,188.32,9039360
27+1/8,188.992,9071616
27+1/4,189.792,9110016
27+3/8,190.352,9136896
27+1/2,190.88,9162240
27+5/8,191.44,9189120
27+3/4,192,9216000
27+7/8,192.688,9249024
27+1/1,193.392,9282816
27+9/8,194.512,9336576
27+5/4,195.392,9378816
27+11/8,196.352,9424896
28+0/1,197.056,9458688
28+1/8,197.664,9487872
28+1/4,198.256,9516288
28+3/8,198.896,9547008
28+1/2,199.616,9581568
28+5/8,200.368,9617664
28+3/4,201.456,9669888
28+7/8,202.128,9702144
28+1/1,202.688,9729024
28+9/8,203.216,9754368
28+5/4,203.712,9778176
28+11/8,204.272,9805056
29+0/1,205.04,9841920
29+1/8,205.712,9874176
29+1/4,206.24,9899520
29+3/8,206.784,9925632
29+1/2,207.663,9967824
29+5/8,208.245,9995760
29+3/4,208.912,10027776
29+7/8,209.424,10052352
29+1/1,209.92,10076160
29+9/8,210.32,10095360
29+5/4,210.768,10116864
29+11/8,211.264,10140672
30+0/1,211.728,10162944
30+1/8,212.256,10188288
30+1/4,212.816,10215168
30+3/8,213.232,10235136
30+1/2,213.712,10258176
30+5/8,214.192,10281216
30+3/4,214.96,10318080
30+7/8,215.424,10340352
30+1/1,216.096,10372608
30+9/8,216.624,10397952
30+5/4,217.072,10419456
30+11/8,217.664,10447872
31+0/1,218.08,10467840
31+1/8,218.544,10490112
31+1/4,219.008,10512384
31+3/8,219.392,10530816
31+1/2,219.792,10550016
31+5/8,220.192,10569216
31+3/4,220.624,10589952
31+7/8,221.136,10614528
31+1/1,221.6,10636800
31+9/8,222.096,10660608
31+5/4,222.688,10689024
31+11/8,223.344,10720512
32+0/1,224.048,10754304
32+3/8,225.584,10828032
32+3/4,227.056,10898688
